我	wo
等邊三角形	deng bian san jiao xing
波士頓大學	bo shi dun da xue
城鎮化水平	cheng zhen hua shui ping
剖腹產手術	pou fu chan shou shu
魚貫而入	yu guan er ru
青雲直上	qing yun zhi shang
防患未然	fang huan wei ran
重修舊好	zhong xiu jiu hao
酒水飲料	jiu shui yin liao
軍用物資	jun yong wu zi
超然物外	chao ran wu wai
誇下海口	kua xia hai kou
行政院長	xing zheng yuan zhang
萬里江山	wan li jiang shan
臭名遠揚	chou ming yuan yang
自動提款	zi dong ti kuan
聲名大噪	sheng ming da zao
考慮不周	kao lv bu zhou
老眼昏花	lao yan hun hua
美東時間	mei dong shi jian
經營費用	jing ying fei yong
粉飾太平	fen shi tai ping
破銅爛鐵	po tong lan tie
知錯能改	zhi cuo neng gai
知法犯法	zhi fa fan fa
相對主義	xiang dui zhu yi
直呼其名	zhi hu qi ming
的黎波里	de li bo li
百思不解	bai si bu jie
獨身主義	du shen zhu yi
烤麪包機	kao mian bao ji
汗血寶馬	han xue bao ma
求全責備	qiu quan ze bei
永續發展	yong xu fa zhan
母系社會	mu xi she hui
晚婚晚育	wan hun wan yu
放虎歸山	fang hu gui shan
搜腸刮肚	sou chang gua du
拉普拉斯	la pu la si
應用程式	ying yong cheng shi
定點企業	ding dian qi ye
太空探索	tai kong tan suo
垂手可得	chui shou ke de
囤積居奇	dun ji ju qi
嚴懲不貸	yan cheng bu dai
哈巴雪山	ha ba xue shan
吞噬細胞	tun shi xi bao
各路人馬	ge lu ren ma
反芻動物	fan chu dong wu
反動勢力	fan dong shi li
十二經脈	shi er jing mai
共襄盛舉	gong xiang sheng ju
予取予求	yu qu yu qiu
不可言喻	bu ke yan yu
鼻黏膜	bi nian mo
鐘山縣	zhong shan xian
金川縣	jin chuan xian
里士滿	li shi man
週期解	zhou qi jie
通假字	tong jia zi
透水性	tou shui xing
迷幻藥	mi huan yao
輕金屬	qing jin shu
謀殺罪	mou sha zui
說謊者	shuo huang zhe
蘭迪斯	lan di si
臉皮薄	lian pi bao
繞圈子	rao quan zi
維京人	wei jing ren
絞刑架	jiao xing jia
精河縣	jing he xian
科舉制	ke ju zhi
矽肺病	xi fei bing
短訓班	duan xun ban
皇甫嵩	huang fu song
百合科	bai he ke
白板筆	bai ban bi
犯得着	fan de zhe
煙幕彈	yan mu dan
無字碑	wu zi bei
灌陽縣	guan yang xian
瀘水縣	lu shui xian
瀘定縣	lu ding xian
激進派	ji jin pai
潔西卡	jie xi ka
潁東區	ying dong qu
溫宿縣	wen su xian
淪陷區	lun xian qu
浪琴錶	lang qin biao
派生詞	pai sheng ci
污染區	wu ran qu
死傷者	si shang zhe
橡膠樹	xiang jiao shu
標語牌	biao yu pai
核大國	he da guo
朱祁鈺	zhu qi yu
景寧縣	jing ning xian
施明德	shi ming de
方正縣	fang zheng xian
擔架擡	dan jia tai
拉大便	la da bian
拉各斯	la ge si
思茅市	si mao shi
建黨節	jian dang jie
廣昌縣	guang chang xian
廂式車	xiang shi che
平利縣	ping li xian
巴士拉	ba shi la
審計員	shen ji yuan
寄件人	ji jian ren
太子丹	tai zi dan
唐寧街	tang ning jie
卡賓槍	ka bin qiang
南票區	nan piao qu
刑訴法	xing su fa
凌雲縣	ling yun xian
佔領區	zhan ling qu
二元論	er yuan lun
主婚人	zhu hun ren
龐氏	pang shi
鯡魚	fei yu
高腔	gao qiang
骶骨	di gu
駱馬	luo ma
風帽	feng mao
零嘴	ling zui
雅正	ya zheng
長濱	zhang bin
鏤刻	lou ke
鋤地	chu di
金吾	jin wu
造田	zao tian
通書	tong shu
追贈	zhui zeng
農桑	nong sang
軸突	zhou tu
軟梯	ruan ti
論法	lun fa
詞賦	ci fu
西牆	xi qiang
裝料	zhuang liao
衍化	yan hua
蠢笨	chun ben
藤森	teng sen
薩菲	sa fei
舊家	jiu jia
臺盟	tai meng
自裝	zi zhuang
自裁	zi cai
腳爪	jiao zhao
肅貪	su tan
耙子	ba zi
羯磨	jie mo
紙盆	zhi pen
籲請	yu qing
窸窣	xi su
積雲	ji yun
票箱	piao xiang
硬來	ying lai
省文	sheng wen
疏理	shu li
畫押	hua ya
田舍	tian she
璽印	xi yin
珙桐	gong tong
玉衡	yu heng
犬戎	quan rong
爽氣	shuang qi
溜號	liu hao
殘跡	can ji
死產	si chan
榮任	rong ren
極晝	ji zhou
棚屋	peng wu
桑日	sang ri
月事	yue shi
普氏	pu shi
散碎	san sui
敖廣	ao guang
敕令	chi ling
攀親	pan qin
擦藥	ca yao
措勤	cuo qin
採果	cai guo
掘客	jue ke
抓姦	zhua jian
扶疏	fu shu
戴孝	dai xiao
戌時	xu shi
慘景	can jing
快嘴	kuai zui
復吸	fu xi
律例	lv li
彩彈	cai dan
弄臣	nong chen
平輩	ping bei
巳時	si shi
屬意	shu yi
封土	feng tu
安瓿	an bu
守孝	shou xiao
學潮	xue chao
孵育	fu yu
威靈	wei ling
奸猾	jian hua
奎寧	kui ning
夙夜	su ye
吊桶	diao tong
史傳	shi chuan
反爲	fan wei
卜筮	bo shi
勾欄	gou lan
勤苦	qin ku
刀筆	dao bi
凹處	ao chu
凸緣	tu yuan
側躺	ce tang
偉麗	wei li
佛牙	fu ya
仕宦	shi huan
亭長	ting zhang
丹砂	dan sha
上諭	shang yu
鉯	yi
迡	ni
莃	xi
舄	xi
澐	yun
滆	ge
浭	geng
浥	yi
殂	cu
曞	li
忸	niu
奭	shi
墼	ji
塱	lang
嗾	sou
今朝有酒今朝醉	jin chao you jiu jin chao zui
神聖羅馬帝國	shen sheng luo ma di guo
水至清則無魚	shui zhi qing ze wu yu
一個頭兩個大	yi ge tou liang ge da
額爾古納市	e er gu na shi
雙氯芬酸鈉	shuang lv fen suan na
蘇門答臘島	su men da la dao
溫故而知新	wen gu er zhi xin
光盤驅動器	guang pan qu dong qi
鮁魚圈區	bo yu quan qu
雅丹地貌	ya dan di mao
閱讀時間	yue du shi jian
門牌號碼	men pai hao ma
遠隔千里	yuan ge qian li
通用電器	tong yong dian qi
轉向信號	zhuan xiang xin hao
豪氣干雲	hao qi gan yun
莫逆之交	mo ni zhi jiao
舉例來說	ju li lai shuo
緣木求魚	yuan mu qiu yu
維吾爾語	wei wu er yu
紫羅蘭色	zi luo lan se
管中窺豹	guan zhong kui bao
禍從天降	huo cong tian jiang
生物學系	sheng wu xue xi
理學碩士	li xue shuo shi
王侯將相	wang hou jiang xiang
火山活動	huo shan huo dong
毫不介意	hao bu jie yi
榮歸故里	rong gui gu li
果實累累	guo shi lei lei
日本銀行	ri ben yin xing
旋轉運動	xuan zhuan yun dong
方寸大亂	fang cun da luan
文明國家	wen ming guo jia
散兵遊勇	san bing you yong
救人一命	jiu ren yi ming
性別角色	xing bie jiao se
宮爆雞丁	gong bao ji ding
季莫申科	ji mo shen ke
奮勇向前	fen yong xiang qian
奇醜無比	qi chou wu bi
多氯聯苯	duo lv lian ben
在所不辭	zai suo bu ci
取其精華	qu qi jing hua
南腔北調	nan qiang bei diao
南京條約	nan jing tiao yue
北印度語	bei yin du yu
勾魂攝魄	gou hun she po
勞苦功高	lao ku gong gao
共聚一堂	gong ju yi tang
六氟化硫	liu fu hua liu
全速前進	quan su qian jin
元末明初	yuan mo ming chu
優惠貸款	you hui dai kuan
以禮相待	yi li xiang dai
五味俱全	wu wei ju quan
互爲因果	hu wei yin guo
不分勝負	bu fen sheng fu
不予置評	bu yu zhi ping
三陪小姐	san pei xiao jie
一心二用	yi xin er yong
一夕之間	yi xi zhi jian
香菸盒	xiang yan he
靠背椅	kao bei yi
離子化	li zi hua
雅利安	ya li an
陽西縣	yang xi xian
陸河縣	lu he xian
開小竈	kai xiao zao
長短句	zhang duan ju
道孚縣	dao fu xian
進口稅	jin kou shui
通城縣	tong cheng xian
輿論界	yu lun jie
試用品	shi yong pin
衛星圖	wei xing tu
蘿蔔糕	luo bo gao
蘇曼殊	su man shu
菲捨爾	fei she er
臺胞證	tai bao zheng
細胞器	xi bao qi
紫河車	zi he che
碩士班	shuo shi ban
相位差	xiang wei cha
白皮松	bai pi song
生啤酒	sheng pi jiu
狗叫聲	gou jiao sheng
淋巴液	lin ba ye
流鼻水	liu bi shui
洋務派	yang wu pai
沱沱河	tuo tuo he
正寧縣	zheng ning xian
柿子椒	shi zi jiao
東昌區	dong chang qu
朔城區	shuo cheng qu
斜眼看	xie yan kan
收割者	shou ge zhe
擺事實	bai shi shi
掇刀區	duo dao qu
捲髮器	juan fa qi
惹人厭	re ren yan
引力場	yin li chang
小鷹號	xiao ying hao
小斑點	xiao ban dian
寶興縣	bao xing xian
夜班車	ye ban che
外邦人	wai bang ren
塑膠袋	su jiao dai
地對空	di dui kong
四頭肌	si tou ji
可容忍	ke rong ren
化隆縣	hua long xian
化石羣	hua shi qun
共和制	gong he zhi
光澤縣	guang ze xian
使節團	shi jie tuan
亞松森	ya song sen
二疊紀	er die ji
中微子	zhong wei zi
丘成桐	qiu cheng tong
三角板	san jiao ban
齟齬	ju yu
齋飯	zhai fan
黃鵬	huang peng
鹼化	jian hua
鯿魚	bian yu
髮屋	fa wu
驍將	xiao jiang
風標	feng biao
青棗	qing zao
隱遁	yin dun
院本	yuan ben
門首	men shou
銀葉	yin ye
金箍	jin gu
重九	zhong jiu
邪路	xie lu
運道	yun dao
轟走	hong zou
貪嘴	tan zui
詐降	zha jiang
視障	shi zhang
複句	fu ju
蠶農	can nong
蝶式	die shi
蒲甘	pu gan
荒僻	huang pi
致賀	zhi he
美石	mei shi
紊流	wen liu
紅番	hong fan
箕子	ji zi
稅官	shui guan
硫黃	liu huang
瘀青	yu qing
疣狀	you zhuang
田賦	tian fu
熬藥	ao yao
照映	zhao ying
澗水	jian shui
深黃	shen huang
海禁	hai jin
橫木	heng mu
杳杳	yao yao
末後	mo hou
暗探	an tan
斷語	duan yu
新潟	xin xi
攻訐	gong jie
改錐	gai zhui
摩門	mo men
掛靴	gua xue
抵減	di jian
投效	tou xiao
懾服	she fu
懷鄉	huai xiang
意態	yi tai
悽愴	qi chuang
性善	xing shan
彩池	cai chi
彤雲	tong yun
彈壓	dan ya
張籍	zhang ji
張秋	zhang qiu
平溪	ping xi
尿樣	niao yang
宋慈	song ci
嫪毐	lao ai
多助	duo zhu
報幕	bao mu
善存	shan cun
后冠	hou guan
包層	bao ceng
削價	xue jia
八德	ba de
兜底	dou di
兄嫂	xiong sao
傳粉	chuan fen
信管	xin guan
代宗	dai zong
亞齊	ya qi
主格	zhu ge
下乘	xia cheng
黼	fu
頖	pan
迋	wang
蜩	tiao
臸	zhi
疸	dan
璫	dang
潵	sa
洊	jian
樻	kui
楀	yu
悾	kong
悝	kui
嵖	cha
中華蘇維埃共和國	zhong hua su wei ai gong he guo
中國民用航空局	zhong guo min yong hang kong ju
盼星星盼月亮	pan xing xing pan yue liang
麥當勞叔叔	mai dang lao shu shu
鯉魚跳龍門	li yu tiao long men
蘇聯共產黨	su lian gong chan dang
春風吹又生	chun feng chui you sheng
擒賊先擒王	qin zei xian qin wang
龍生九子	long sheng jiu zi
高射機槍	gao she ji qiang
風波不斷	feng bo bu duan
難以應付	nan yi ying fu
鐵證如山	tie zheng ru shan
遠洋漁業	yuan yang yu ye
逆向行駛	ni xiang xing shi
追蹤調查	zhui zong diao cha
迎風招展	ying feng zhao zhan
轉眼即逝	zhuan yan ji shi
輻射強度	fu she qiang du
英雄氣短	ying xiong qi duan
苦海無邊	ku hai wu bian
若爾蓋縣	ruo er gai xian
自高自大	zi gao zi da
能源短缺	neng yuan duan que
禁止通行	jin zhi tong xing
盲人摸象	mang ren mo xiang
盜亦有道	dao yi you dao
百般刁難	bai ban diao nan
百密一疏	bai mi yi shu
異性相吸	yi xing xiang xi
留存收益	liu cun shou yi
生日賀卡	sheng ri he ka
瀏覽軟件	liu lan ruan jian
滿腹牢騷	man fu lao sao
歷史久遠	li shi jiu yuan
正經八百	zheng jing ba bai
桃園結義	tao yuan jie yi
東吳大學	dong wu da xue
望文生義	wang wen sheng yi
普利茅斯	pu li mao si
擠來擠去	ji lai ji qu
拼音文字	pin yin wen zi
抽象概念	chou xiang gai nian
扶老攜幼	fu lao xie you
扶危濟困	fu wei ji kun
惹人討厭	re ren tao yan
徐州地區	xu zhou di qu
寒光閃閃	han guang shan shan
威武雄壯	wei wu xiong zhuang
天然資源	tian ran zi yuan
大敵當前	da di dang qian
外交事務	wai jiao shi wu
圖騰崇拜	tu teng chong bai
化裝舞會	hua zhuang wu hui
分辨真假	fen bian zhen jia
出乎意外	chu hu yi wai
值得敬佩	zhi de jing pei
人間佛教	ren jian fu jiao
久攻不下	jiu gong bu xia
中田英壽	zhong tian ying shou
不足掛齒	bu zu gua chi
一忍再忍	yi ren zai ren
鳳慶縣	feng qing xian
體溫表	ti wen biao
馬前卒	ma qian zu
顯示板	xian shi ban
電視界	dian shi jie
雙職工	shuang zhi gong
除溼器	chu shi qi
通用語	tong yong yu
迷魂藥	mi hun yao
趕不及	gan bu ji
警察廳	jing cha ting
花栗鼠	hua li shu
耀州區	yao zhou qu
羅倫斯	luo lun si
縱橫家	zong heng jia
綠皮書	lv pi shu
絨螯蟹	rong ao xie
糖醋魚	tang cu yu
真理報	zhen li bao
白化病	bai hua bing
當政者	dang zheng zhe
生石膏	sheng shi gao
理查森	li cha sen
珠寶行	zhu bao xing
爆炸力	bao zha li
潔面露	jie mian lu
湘橋區	xiang qiao qu
淮濱縣	huai bin xian
洋白菜	yang bai cai
泥菩薩	ni pu sa
水管工	shui guan gong
水富縣	shui fu xian
橫紋肌	heng wen ji
板門店	ban men dian
木格措	mu ge cuo
暴露狂	bao lu kuang
新和縣	xin he xian
斯考特	si kao te
故紙堆	gu zhi dui
感知力	gan zhi li
強硬派	qiang ying pai
完備性	wan bei xing
太白粉	tai bai fen
大袋子	da dai zi
夜遊神	ye you shen
叫牀聲	jiao chuang sheng
印度河	yin du he
分散式	fen san shi
共和縣	gong he xian
內視鏡	nei shi jing
保護國	bao hu guo
任一個	ren yi ge
二愣子	er leng zi
二人臺	er ren tai
中上層	zhong shang ceng
鳥糞	niao fen
骨瘤	gu liu
餞別	jian bie
顯學	xian xue
頓號	dun hao
雜集	za ji
陰鷙	yin zhi
限令	xian ling
降旗	jiang qi
閱報	yue bao
開釋	kai shi
閃卡	shan ka
鑿井	zao jing
鑑識	jian shi
銀杯	yin bei
野種	ye zhong
逆旅	ni lv
轉遞	zhuan di
身量	shen liang
踩線	cai xian
跳井	tiao jing
貝雕	bei diao
警語	jing yu
謁見	ye jian
訃聞	fu wen
蜂毒	feng du
虔敬	qian jing
葛粉	ge fen
菜田	cai tian
花蛤	hua ha
胸寬	xiong kuan
耍滑	shua hua
義項	yi xiang
羅經	luo jing
缺油	que you
綢子	chou zi
粗豪	cu hao
竹管	zhu guan
租稅	zu shui
禾草	he cao
祖魯	zu lu
短債	duan zhai
盯視	ding shi
盒帶	he dai
異見	yi jian
畜力	chu li
瓊結	qiong jie
火油	huo you
潲水	shao shui
滑音	hua yin
洗腸	xi chang
比量	bi liang
毒資	du zi
武火	wu huo
樹蛙	shu wa
李曄	li ye
杉林	shan lin
本利	ben li
暖壺	nuan hu
斧正	fu zheng
敬祝	jing zhu
教本	jiao ben
搭擋	da dang
揮斥	hui chi
推委	tui wei
打嘴	da zui
扁圓	bian yuan
戒賭	jie du
戀慕	lian mu
心膽	xin dan
張掛	zhang gua
廣漠	guang mo
店東	dian dong
幼獸	you shou
年銷	nian xiao
平空	ping kong
帳幕	zhang mu
希圖	xi tu
尊駕	zun jia
孽障	nie zhang
孤零	gu ling
失敬	shi jing
司寇	si kou
口稱	kou cheng
原義	yuan yi
剛架	gang jia
前菜	qian cai
初葉	chu ye
元夜	yuan ye
優渥	you wo
假案	jia an
併吞	bing tun
九份	jiu fen
蹚	tang
讞	yan
紘	hong
犵	ge
毘	pi
帑	tang
姉	zi
奓	zha
唫	jin
首都經貿大學	shou dou jing mao da xue
霍普金斯大學	huo pu jin si da xue
萬變不離其宗	wan bian bu li qi zong
有志者事竟成	you zhi zhe shi jing cheng
國際電信聯盟	guo ji dian xin lian meng
國際刑警組織	guo ji xing jing zu zhi
出乎意料之外	chu hu yi liao zhi wai
上海汽車工業	shang hai qi che gong ye
陰溝裏翻船	yin gou li fan chuan
眼不見爲淨	yan bu jian wei jing
直線加速器	zhi xian jia su qi
無政府狀態	wu zheng fu zhuang tai
流體動力學	liu ti dong li xue
感染性腹瀉	gan ran xing fu xie
君主立憲制	jun zhu li xian zhi
半島電視臺	ban dao dian shi tai
鼓鼓囊囊	gu gu nang nang
黎明時分	li ming shi fen
鮮明個性	xian ming ge xing
高級職員	gao ji zhi yuan
雷雨交加	lei yu jiao jia
隨傳隨到	sui chuan sui dao
開幕典禮	kai mu dian li
重溫舊夢	zhong wen jiu meng
醇酸樹脂	chun suan shu zhi
遺失啓事	yi shi qi shi
跌至谷底	die zhi gu di
趁人之危	chen ren zhi wei
起早摸黑	qi zao mo hei
調研人員	diao yan ren yuan
要死不活	yao si bu huo
裝備齊全	zhuang bei qi quan
衣不蔽體	yi bu bi ti
落入法網	luo ru fa wang
萬貫家財	wan guan jia cai
百威啤酒	bai wei pi jiu
發憤圖強	fa fen tu qiang
瓊樓玉宇	qiong lou yu yu
琉球羣島	liu qiu qun dao
烏爾禾區	wu er he qu
浮生六記	fu sheng liu ji
沙文主義	sha wen zhu yi
有口無心	you kou wu xin
月下老人	yue xia lao ren
揭開序幕	jie kai xu mu
慢性疼痛	man xing teng tong
恭賀新禧	gong he xin xi
寬以待人	kuan yi dai ren
官官相護	guan guan xiang hu
如履平地	ru lv ping di
如上所述	ru shang suo shu
堅貞不屈	jian zhen bu qu
在真空中	zai zhen kong zhong
喜不自勝	xi bu zi sheng
口腹之慾	kou fu zhi yu
即興發揮	ji xing fa hui
刑事警察	xing shi jing cha
分解代謝	fen jie dai xie
不遑多讓	bu huang duo rang
須後水	xu hou shui
零陵區	ling ling qu
雙子葉	shuang zi ye
阿昌族	a chang zu
銅官山	tong guan shan
連接詞	lian jie ci
通道縣	tong dao xian
軍團菌	jun tuan jun
西洋鏡	xi yang jing
裹屍布	guo shi bu
螺線管	luo xian guan
蘇黎士	su li shi
莊稼漢	zhuang jia han
荔浦縣	li pu xian
胳肢窩	ge zhi wo
維修區	wei xiu qu
組氨酸	zu an suan
紅藥水	hong yao shui
簡言之	jian yan zhi
祝枝山	zhu zhi shan
碎屑岩	sui xie yan
睫狀體	jie zhuang ti
男子氣	nan zi qi
珠山區	zhu shan qu
燕麥粥	yan mai zhou
烷基苯	wan ji ben
炎帝陵	yan di ling
海南區	hai nan qu
活見鬼	huo jian gui
永德縣	yong de xian
氧原子	yang yuan zi
棉花棒	mian hua bang
東風區	dong feng qu
李爾王	li er wang
朱允炆	zhu yun wen
木蘭縣	mu lan xian
感嘆詞	gan tan ci
德格縣	de ge xian
弗洛姆	fu luo mu
座頭市	zuo tou shi
平假名	ping jia ming
密碼子	mi ma zi
安居區	an ju qu
宇航服	yu hang fu
吸附性	xi fu xing
可知論	ke zhi lun
充氣船	chong qi chuan
伊薩卡	yi sa ka
代數學	dai shu xue
點清	dian qing
鴨腳	ya jiao
骰盅	tou zhong
骨力	gu li
香脂	xiang zhi
風圈	feng quan
雜稅	za shui
閬苑	lang yuan
門崗	men gang
長德	zhang de
鋼鋸	gang ju
重迭	zhong die
重孫	zhong sun
逼和	bi he
連筆	lian bi
轉引	zhuan yin
踏訪	ta fang
貝寶	bei bao
識見	shi jian
詞頻	ci pin
訶子	he zi
複眼	fu yan
蛋形	dan xing
薰風	xun feng
薩里	sa li
良材	liang cai
舷梯	xian ti
舊名	jiu ming
膩人	ni ren
脫罪	tuo zui
老饕	lao tao
翔鳳	xiang feng
翁婿	weng xu
縱聲	zong sheng
縣界	xian jie
緙絲	ke si
粗通	cu tong
粗毛	cu mao
米糧	mi liang
簡則	jian ze
簇新	cu xin
箭桿	jian gan
立約	li yue
稱許	cheng xu
秧子	yang zi
眼動	yan dong
皇皇	huang huang
環化	huan hua
玉杯	yu bei
玄孫	xuan sun
猞猁	she li
特化	te hua
燙衣	tang yi
燒煤	shao mei
潭底	tan di
滬語	hu yu
海蠣	hai li
洄游	hui you
沆瀣	hang xie
氫酶	qing mei
民變	min bian
毒奶	du nai
末流	mo liu
春霖	chun lin
方毅	fang yi
換毛	huan mao
授與	shou yu
掃羅	sao luo
披紅	pi hong
抗水	kang shui
扎囊	zha nang
扈從	hu cong
恩義	en yi
性伴	xing ban
往還	wang hai
張目	zhang mu
座子	zuo zi
幣制	bi zhi
布帛	bu bo
專訊	zhuan xun
寵臣	chong chen
密函	mi han
宋濂	song lian
多值	duo zhi
塗油	tu you
型板	xing ban
坐實	zuo shi
員林	yuan lin
哀慟	ai tong
呈給	cheng gei
叩見	kou jian
半腰	ban yao
切近	qie jin
分餐	fen can
八風	ba feng
兜帽	dou mao
兒化	er hua
僧俗	seng su
倘有	tang you
倉廩	cang lin
信風	xin feng
主根	zhu gen
不文	bu wen
鯓	shen
駘	tai
顁	ding
襞	bi
衯	fen
簬	lu
竑	hong
渼	mei
毐	ai
掑	qi
彖	tuan
嶆	cao
姙	ren
嚜	me
哫	zu
和平共處五項原則	he ping gong chu wu xiang yuan ze
天下烏鴉一般黑	tian xia wu ya yi ban hei
美國最高法院	mei guo zui gao fa yuan
美國存託憑證	mei guo cun tuo ping zheng
海內存知己	hai nei cun zhi ji
植入式廣告	zhi ru shi guang gao
加拿大皇家	jia na da huang jia
全世界第一	quan shi jie di yi
三磷酸腺苷	san lin suan xian gan
龍蛇混雜	long she hun za
麻栗坡縣	ma li po xian
魂不附體	hun bu fu ti
面如土色	mian ru tu se
雞飛蛋打	ji fei dan da
關中地區	guan zhong di qu
鐵樹開花	tie shu kai hua
遙控操作	yao kong cao zuo
遁入空門	dun ru kong men
通俗文學	tong su wen xue
解決爭端	jie jue zheng duan
蛇蠍美人	she xie mei ren
肥頭大耳	fei tou da er
美宇航局	mei yu hang ju
章回小說	zhang hui xiao shuo
生理學家	sheng li xue jia
物理結構	wu li jie gou
燃放鞭炮	ran fang bian pao
無的放矢	wu de fang shi
無所不爲	wu suo bu wei
歪風邪氣	wai feng xie qi
有勇無謀	you yong wu mou
月明星稀	yue ming xing xi
旱澇保收	han lao bao shou
斯萊特林	si lai te lin
敦煌石窟	dun huang shi ku
戰國七雄	zhan guo qi xiong
惡意中傷	e yi zhong shang
引導扇區	yin dao shan qu
康乾盛世	kang qian sheng shi
就職演講	jiu zhi yan jiang
寶成鐵路	bao cheng tie lu
家道中落	jia dao zhong luo
奇談怪論	qi tan guai lun
失效日期	shi xiao ri qi
外來物種	wai lai wu zhong
國防預算	guo fang yu suan
國富民強	guo fu min qiang
因公殉職	yin gong xun zhi
吳儂軟語	wu nong ruan yu
口舌之爭	kou she zhi zheng
半老徐娘	ban lao xu niang
十里洋場	shi li yang chang
副總司令	fu zong si ling
兩廂情願	liang xiang qing yuan
五馬分屍	wu ma fen shi
主觀主義	zhu guan zhu yi
一目十行	yi mu shi xing
一番苦心	yi fan ku xin
一息尚存	yi xi shang cun
